Device Name,Group,IMEI-1,IMEI-2,Serial Number,Date (UTC),Time (UTC),Battery (%),Charging
Redmi12,yacine,"","",unknown,12-May-2024,12:04:16 AM,48,false
Redmi12,yacine,"","",unknown,12-May-2024,12:19:16 AM,47,false
Redmi12,yacine,"","",unknown,12-May-2024,12:34:16 AM,45,false
Redmi12,yacine,"","",unknown,12-May-2024,12:49:16 AM,44,false
Redmi12,yacine,"","",unknown,12-May-2024,01:04:16 AM,42,false
Redmi12,yacine,"","",unknown,12-May-2024,01:19:16 AM,42,false
Redmi12,yacine,"","",unknown,12-May-2024,01:34:17 AM,40,false
Redmi12,yacine,"","",unknown,12-May-2024,01:49:17 AM,38,false
Redmi12,yacine,"","",unknown,12-May-2024,02:04:17 AM,37,false
Redmi12,yacine,"","",unknown,12-May-2024,02:09:42 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:09:44 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:09:46 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:09:48 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:09:51 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:10:31 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:10:33 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:32:18 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,02:48:24 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,03:07:58 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,03:22:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,03:37:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,03:52:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,04:07:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,04:22:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,04:37:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,04:52:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,05:07:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,05:22:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,05:37:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,05:52:59 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,06:08:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,06:23:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,06:38:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,06:53:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,07:08:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,07:23:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,07:38:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,07:53:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,08:08:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,08:23:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,08:38:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,08:53:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,09:08:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,09:23:00 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,09:38:01 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,09:53:01 AM,36,false
Redmi12,yacine,"","",unknown,12-May-2024,10:08:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,10:23:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,10:38:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,10:53:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,11:08:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,11:23:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,11:38:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,11:53:01 AM,35,false
Redmi12,yacine,"","",unknown,12-May-2024,12:08:01 PM,35,false
